# OSM export 2014-01-12T18:22:01Z
# Map data © OpenStreetMap contributors - http://www.openstreetmap.org/, licensed under ODbL - http://opendatacommons.org/licenses/odbl/

foot	(low tide route)
 43.1805705   12.1191640
 43.1819897   12.1047367
 43.1817737   12.0955979
 43.1810950   12.0894208
 43.1797683   12.0872631
 43.1784725   12.0869246
 43.1781565   12.0870330
 43.1775437   12.0876690
 43.1771979   12.0883227

tourist	Unnamed
 36.2238126   29.9433397
 36.2240350   29.9431867
 36.2241533   29.9430950
 36.2242050   29.9430100
 36.2242117   29.9429583
 36.2242400   29.9428317
 36.2242300   29.9425583
 36.2241817   29.9422250
 36.2239633   29.9414933
 36.2235733   29.9405433
 36.2231633   29.9397683
 36.2228283   29.9390217
 36.2219550   29.9367983
 36.2217500   29.9363783
 36.2212817   29.9352883
 36.2205267   29.9333867
 36.2203300   29.9328050
 36.2199667   29.9321250
 36.2198983   29.9319550
 36.2197733   29.9317667
 36.2194717   29.9314433
 36.2184167   29.9301583
 36.2180317   29.9295750
 36.2172383   29.9280783
 36.2168317   29.9274600
 36.2167883   29.9274433
 36.2167200   29.9273067
 36.2166783   29.9272700
 36.2166650   29.9272183
 36.2165183   29.9270450
 36.2162617   29.9265217
 36.2158867   29.9256000
 36.2155200   29.9248517
 36.2151150   29.9239267
 36.2146800   29.9230867
 36.2144317   29.9225433
 36.2138267   29.9210067
 36.2136800   29.9204250
 36.2132017   29.9195067
 36.2130417   29.9192683
 36.2126217   29.9184900
 36.2113133   29.9155867
 36.2111767   29.9151967
 36.2108217   29.9144183
 36.2106583   29.9139950
 36.2104350   29.9135267
 36.2096067   29.9114917
 36.2094617   29.9111950
 36.2088950   29.9096167
 36.2085883   29.9086750
 36.2082117   29.9077450
 36.2079400   29.9067250
 36.2077450   29.9061950
 36.2075833   29.9059017
 36.2074400   29.9054683
 36.2074167   29.9052417
 36.2074433   29.9044467
 36.2074883   29.9042250
 36.2075150   29.9037800
 36.2074950   29.9034467
 36.2075498   29.9032734
 36.2074213   29.9031796
 36.2073183   29.9027250
 36.2071467   29.9021067
 36.2069550   29.9009800
 36.2068950   29.9001400
 36.2067000   29.8986133
 36.2066483   29.8984400
 36.2065383   29.8982450
 36.2063717   29.8981350
 36.2062317   29.8981083
 36.2046400   29.8983033
 36.2035233   29.8983683
 36.2027217   29.8983750
 36.2023083   29.8982967
 36.2020750   29.8981733
 36.2017917   29.8979267
 36.2015700   29.8976883
 36.2012250   29.8967633
 36.2009833   29.8960217
 36.2006617   29.8948950
 36.2002183   29.8934917
 36.2000950   29.8929617
 36.2000067   29.8924217
 36.1999550   29.8915883
 36.1999550   29.8906217
 36.2000167   29.8894550
 36.2001005   29.8885766
 36.2000400   29.8885500
 36.2000033   29.8886350
 36.1998283   29.8891600
 36.1996133   29.8896317
 36.1994667   29.8898333
 36.1992383   29.8900350
 36.1987467   29.8903217
 36.1983933   29.8904417
 36.1980800   29.8904717
 36.1972567   29.8903600
 36.1968633   29.8902333
 36.1966383   29.8901033
 36.1956583   29.8894100
 36.1949783   29.8887433
 36.1945050   29.8881833
 36.1939450   29.8876683
 36.1930667   29.8867400
 36.1924383   29.8858750
 36.1918200   29.8849533
 36.1913583   29.8844200
 36.1911267   29.8840450
 36.1910350   29.8837450
 36.1905533   29.8824700
 36.1899550   29.8814833
 36.1897100   29.8809300
 36.1894083   29.8803367
 36.1891933   29.8798033
 36.1889383   29.8790483
 36.1879617   29.8772017
 36.1874517   29.8763000
 36.1873533   29.8760833
 36.1871817   29.8755267
 36.1866767   29.8743500
 36.1863567   29.8734517
 36.1851950   29.8704700
 36.1849867   29.8700533
 36.1847950   29.8695683
 36.1846183   29.8692200
 36.1843000   29.8687867
 36.1839317   29.8683733
 36.1837100   29.8680150
 36.1834017   29.8676483
 36.1832067   29.8674783
 36.1827433   29.8668900
 36.1822483   29.8663617
 36.1818750   29.8657767
 36.1816333   29.8652133
 36.1815433   29.8650883
 36.1814550   29.8648450
 36.1813083   29.8642400
 36.1812750   29.8638517
 36.1810283   29.8631100
 36.1806667   29.8622433
 36.1803967   29.8617650
 36.1786583   29.8593267
 36.1784400   29.8589567
 36.1783100   29.8586600
 36.1780300   29.8582717
 36.1776917   29.8575300
 36.1775100   29.8571300
 36.1774733   29.8570383
 36.1774800   29.8569117
 36.1775450   29.8568200
 36.1776200   29.8567883
 36.1779583   29.8567683
 36.1787717   29.8569250
 36.1801000   29.8575567
 36.1807033   29.8579400
 36.1810617   29.8581283
 36.1823200   29.8584050
 36.1827433   29.8586200
 36.1831317   29.8587350
 36.1835150   29.8588933
 36.1839783   29.8591650
 36.1843517   29.8593100
 36.1847300   29.8593733
 36.1852017   29.8596233
 36.1857383   29.8598183
 36.1864283   29.8601317
 36.1874483   29.8604367
 36.1877700   29.8604467
 36.1878750   29.8604767
 36.1881733   29.8606450
 36.1886167   29.8607950
 36.1889483   29.8608183
 36.1890750   29.8608900
 36.1891500   29.8609750
 36.1892317   29.8611567
 36.1892336   29.8612705
 36.1891604   29.8613045
 36.1890783   29.8613233
 36.1889817   29.8613383
 36.1888933   29.8614367
 36.1888350   29.8616283
 36.1888417   29.8618167
 36.1889417   29.8622933
 36.1889417   29.8629250
 36.1889783   29.8629700
 36.1890883   29.8632883
 36.1892000   29.8641450
 36.1892900   29.8645917
 36.1893950   29.8658700
 36.1894767   29.8665183
 36.1895900   29.8670850
 36.1897200   29.8679433
 36.1897683   29.8684417
 36.1899650   29.8694767
 36.1899767   29.8696883
 36.1899550   29.8701733
 36.1899683   29.8704500
 36.1900133   29.8707183
 36.1900883   29.8709817
 36.1903617   29.8716167
 36.1904817   29.8720200
 36.1907583   29.8727483
 36.1912600   29.8744183
 36.1913700   29.8749233
 36.1913767   29.8752717
 36.1912500   29.8768833
 36.1912800   29.8778567
 36.1912800   29.8798717
 36.1913450   29.8805133
 36.1914200   29.8808683
 36.1915500   29.8812817
 36.1916900   29.8814867
 36.1918783   29.8815650
 36.1920150   29.8815283
 36.1921450   29.8813850
 36.1922233   29.8811800
 36.1922600   29.8808167
 36.1922983   29.8807017
 36.1923533   29.8804967
 36.1924000   29.8803567
 36.1924368   29.8800548
 36.1925210   29.8800217
 36.1925850   29.8801817
 36.1925233   29.8804350
 36.1924717   29.8807600
 36.1925133   29.8809300
 36.1926083   29.8819350
 36.1927117   29.8824267
 36.1927833   29.8833517
 36.1928917   29.8841433
 36.1930083   29.8847250
 36.1935750   29.8865033
 36.1940017   29.8876267
 36.1947050   29.8892500
 36.1954700   29.8906467
 36.1957783   29.8910600
 36.1963183   29.8916017
 36.1964983   29.8918167
 36.1968133   29.8922917
 36.1974383   29.8937033
 36.1989267   29.8966183
 36.1992100   29.8971217
 36.1992950   29.8971967
 36.1997867   29.8982450
 36.2005250   29.8995900
 36.2015933   29.9017617
 36.2018500   29.9022000
 36.2021883   29.9026667
 36.2026667   29.9034150
 36.2029833   29.9040950
 36.2032467   29.9045350
 36.2036017   29.9049867
 36.2039433   29.9055567
 36.2043433   29.9061533
 36.2048650   29.9070383
 36.2052033   29.9074967
 36.2058317   29.9082400
 36.2059783   29.9084933
 36.2064433   29.9091250
 36.2070200   29.9096583
 36.2073117   29.9100433
 36.2081783   29.9115567
 36.2082050   29.9116550
 36.2086767   29.9126367
 36.2096917   29.9145750
 36.2099883   29.9150533
 36.2105150   29.9160000
 36.2109750   29.9168983
 36.2112450   29.9173117
 36.2113750   29.9175667
 36.2115600   29.9181233
 36.2117600   29.9193833
 36.2118767   29.9197317
 36.2120100   29.9199883
 36.2125500   29.9207050
 36.2128100   29.9211433
 36.2130967   29.9217300
 36.2134917   29.9226900
 36.2137033   29.9230717
 36.2149133   29.9249533
 36.2153117   29.9257050
 36.2157500   29.9264600
 36.2160767   29.9271433
 36.2163883   29.9276733
 36.2168900   29.9286933
 36.2178533   29.9304250
 36.2182700   29.9312483
 36.2185467   29.9316417
 36.2186800   29.9318833
 36.2189250   29.9324850
 36.2191200   29.9328567
 36.2198617   29.9338500
 36.2201067   29.9342767
 36.2201783   29.9344817
 36.2203250   29.9351067
 36.2207500   29.9358133
 36.2210050   29.9364600
 36.2212617   29.9368317
 36.2218550   29.9378117
 36.2223750   29.9385083
 36.2225933   29.9389217
 36.2228733   29.9396217
 36.2232283   29.9402600
 36.2233783   29.9408517
 36.2235867   29.9414150
 36.2236800   29.9417467
 36.2237300   29.9420233
 36.2239117   29.9426200
 36.2240100   29.9428383
 36.2241067   29.9429283
 36.2242117   29.9429583

foot	Unnamed
 16.5040850  -15.8097860
 16.5077571  -15.8108094
 16.5087080  -15.8116369

foot	Unnamed
 46.2778623   13.8854215
 46.2781282   13.8853006
 46.2784816   13.8849411
 46.2788925   13.8839321
 46.2795805   13.8824664
 46.2803322   13.8803315
 46.2814501   13.8773578
 46.2825725   13.8740063
 46.2840378   13.8690805
 46.2844898   13.8672566
 46.2851289   13.8627828
 46.2852848   13.8599770
 46.2852225   13.8540067
 46.2851133   13.8504682
 46.2848328   13.8474753
 46.2844431   13.8446850
 46.2840533   13.8431262
 46.2834610   13.8412088
 46.2827907   13.8398215
 46.2822295   13.8387615
 46.2817527   13.8379762
 46.2811461   13.8372115
 46.2806592   13.8368045
 46.2803081   13.8366688
 46.2800128   13.8366529
 46.2797494   13.8367726
 46.2795978   13.8370439
 46.2795898   13.8373632
 46.2797255   13.8377622

hgv	Unnamed
 62.5295110   65.6103719
 62.5306153   65.6148596
 62.5349540   65.6273378
 62.5384659   65.6506303
 62.5426283   65.6645424
 62.5447160   65.6677279
 62.5465964   65.6700444
 62.5496773   65.6709153
 62.5514731   65.6706411
 62.5526270   65.6695075
 62.5552362   65.6648580
 62.5578675   65.6570374
 62.5635136   65.6481208
 62.5681182   65.6437893
 62.5714104   65.6422348
 62.5765761   65.6431454
 62.5858366   65.6564293
 62.5966148   65.6604267
 62.5990395   65.6586886
 62.6011209   65.6553412
 62.6043610   65.6463504
 62.6057343   65.6414581
 62.6067857   65.6363083
 62.6107124   65.6090999
 62.6133732   65.5930925
 62.6145319   65.5879212
 62.6160339   65.5832005
 62.6178578   65.5790807
 62.6199392   65.5757547
 62.6223854   65.5733729
 62.6274023   65.5699556
 62.6384143   65.5552412
 62.6406244   65.5521298
 62.6429204   65.5494262
 62.6478557   65.5456925
 62.6554517   65.5414439
 62.6606230   65.5390192
 62.6632408   65.5384613
 62.6895908   65.5379248
 62.6947621   65.5361439
 62.6971654   65.5339123
 62.7017144   65.5281401
 62.7149323   65.5094720
 62.7239446   65.4977132
 62.7492861   65.4675437
 62.7583841   65.4563857
 62.7678040   65.4461718
 62.7747134   65.4380823
 62.7769236   65.4349495
 62.7789620   65.4313661
 62.7826098   65.4232336
 62.7895621   65.4061533
 62.7915791   65.4024840
 62.7937464   65.3992010
 62.7983598   65.3938151
 62.8080586   65.3845025
 62.8174786   65.3745461
 62.8247312   65.3675939
 62.8341941   65.3575946
 62.8388289   65.3519941
 62.8500084   65.3369523
 62.8564028   65.3267814
 62.8689555   65.3058172
 62.8798131   65.2894665
 62.8883103   65.2759267
 62.9008845   65.2549411
 62.9067639   65.2436114
 62.9101113   65.2348353
 62.9146818   65.2206947
 62.9172138   65.2106095
 62.9227499   65.1844312
 62.9253463   65.1742388
 62.9282430   65.1646901
 62.9453877   65.1209594
 62.9603866   65.0809838
 62.9639271   65.0725509
 62.9678324   65.0648476
 62.9700211   65.0617577
 62.9745916   65.0563289
 62.9769305   65.0536038
 62.9816726   65.0486685
 63.0082693   65.0167820
 63.0139392   65.0120805
 63.0199338   65.0088391
 63.0333515   65.0051090
 63.0407396   65.0059277
 63.0485379   65.0077804
 63.0548562   65.0073294
 63.0621434   65.0037482
 63.0665559   64.9992135
 63.0695739   64.9934434
 63.0734071   64.9826909
 63.0757273   64.9722362
 63.0768047   64.9632337
 63.0772488   64.9512420
 63.0774185   64.9400409
 63.0783972   64.9289930
 63.0827800   64.9073696
 63.0851329   64.8997241
 63.0896675   64.8848717
 63.0938452   64.8747331
 63.0982720   64.8699310
 63.1037100   64.8680188
 63.1075408   64.8683830
 63.1137184   64.8743930
 63.1208828   64.8840454
 63.1286517   64.8983952
 63.1347702   64.9100223
 63.1380202   64.9179944
 63.1409596   64.9272377
 63.1513383   64.9684763
 63.1585773   64.9908446
 63.1666205   65.0073587
 63.1694589   65.0114012
 63.1735257   65.0154950
 63.1760577   65.0171043
 63.1786540   65.0180484
 63.1816766   65.0188851
 63.1865045   65.0180711
 63.1994894   65.0125553
 63.2229856   65.0065471
 63.2306674   65.0029208
 63.2508591   64.9901749
 63.2559875   64.9878360
 63.2612232   64.9871923
 63.2664374   64.9886729
 63.2738554   64.9921476
 63.2831353   64.9899566
 63.2902308   64.9879904
 63.2940169   64.9878052
 63.2978845   64.9887906
 63.3170823   65.0007981
 63.3237248   65.0068993
 63.3440192   65.0314831
 63.3559127   65.0431737
 63.3801412   65.0747328
 63.3833148   65.0786779
 63.3877727   65.0888032
 63.3921620   65.1031238
 63.3954865   65.1170254
 63.4020459   65.1540895
 63.4050088   65.1692615
 63.4089030   65.1849751
 63.4111261   65.1919592
 63.4213452   65.2216004
 63.4403734   65.2697249
 63.4511700   65.2978355
 63.4578198   65.2985917
 63.4623379   65.3056857
 63.4660384   65.3141799
 63.4677907   65.3207380
 63.4688231   65.3251312
 63.4708041   65.3343162
 63.4721012   65.3386981
 63.4736435   65.3421426
 63.4755612   65.3437559
 63.4768335   65.3441732
 63.4785359   65.3435528
 63.4799066   65.3427968
 63.4810039   65.3405588
 63.4816558   65.3380322
 63.4821520   65.3347508
 63.4821758   65.3317852
 63.4817738   65.3270185
 63.4795284   65.3130444
 63.4790771   65.3072109
 63.4796466   65.3008682
 63.4802969   65.2972680
 63.4820462   65.2925974
 63.4839967   65.2898167
 63.4864214   65.2874692
 63.4886655   65.2865050
 63.4909762   65.2866552
 63.4934781   65.2882146
 63.4952675   65.2901213
 63.4994725   65.2948859
 63.5021802   65.2967684
 63.5053775   65.2968976
 63.5197841   65.2897484
 63.5272576   65.2887934
 63.5305148   65.2892041
 63.5332292   65.2906319
 63.5347531   65.2916174
 63.5387648   65.2953141
 63.5419656   65.3022400
 63.5435256   65.3081283
 63.5440670   65.3114739
 63.5449705   65.3170501
 63.5451446   65.3238596
 63.5446150   65.3301940
 63.5428765   65.3431965
 63.5430482   65.3490115
 63.5446146   65.3536249
 63.5470608   65.3556849
 63.5497215   65.3557707
 63.5573175   65.3510071
 63.5624245   65.3486682
 63.5677031   65.3479601
 63.5703424   65.3482820
 63.5754922   65.3508354
 63.5778311   65.3533889
 63.5843971   65.3631521
 63.5867575   65.3657700
 63.5893324   65.3669716
 63.5919931   65.3666712
 63.5996750   65.3623796
 63.6022714   65.3622080
 63.6046961   65.3641821
 63.6065200   65.3683234
 63.6077216   65.3734947
 63.6080609   65.3734131
 63.6084297   65.3791166
 63.6086658   65.3850389
 63.6078074   65.3966475
 63.6077860   65.4025699
 63.6088374   65.4080416
 63.6106399   65.4122902
 63.6128500   65.4154015
 63.6152962   65.4176117
 63.6178711   65.4187275
 63.6257461   65.4173113
 63.6388352   65.4178263
 63.6414316   65.4168178
 63.6438778   65.4150368
 63.6496337   65.4081796
 63.6508301   65.4067541
 63.6533835   65.4056169
 63.6558941   65.4068185
 63.6580828   65.4101444
 63.6599281   65.4142858
 63.6615589   65.4188991
 63.6642411   65.4290486
 63.6662152   65.4399706
 63.6719015   65.4792810
 63.6759785   65.5011035
 63.6773303   65.5062319
 63.6805060   65.5155874
 63.6842182   65.5237413
 63.6863640   65.5271746
 63.6887243   65.5297280
 63.6937025   65.5331183
 63.6962989   65.5339337
 63.6989167   65.5337406
 63.7040451   65.5309511
 63.7114265   65.5250288
 63.7166837   65.5239559
 63.7218764   65.5250288
 63.7270692   65.5271102
 63.7449649   65.5361868
 63.7502435   65.5363584
 63.7606075   65.5338908
 63.7658003   65.5353928
 63.7682894   65.5373240
 63.7706068   65.5401135
 63.7725594   65.5439974
 63.7774089   65.5578805
 63.7817219   65.5727077
 63.7833741   65.5772353
 63.7854340   65.5808616
 63.7877729   65.5836082
 63.7902620   65.5849171
 63.7929013   65.5849171
 63.7979224   65.5818487
 63.8038127   65.5719418
 63.8113549   65.5632234
 63.8204315   65.5514432
 63.8227704   65.5487824
 63.8252595   65.5468941
 63.8278344   65.5458213
 63.8304308   65.5458213
 63.8330271   65.5469371
 63.8354948   65.5489541
 63.8378337   65.5514217
 63.8401296   65.5544043
 63.8488844   65.5673862
 63.8534548   65.5732656
 63.8584116   65.5770851
 63.8610079   65.5782009
 63.8636472   65.5786300
 63.8688829   65.5774284
 63.8737967   65.5737162
 63.8784745   65.5682231
 63.8851345   65.5632911
 63.8896093   65.5619140
 63.8944900   65.5618521
 63.9043095   65.5651332
 63.9146099   65.5707958
 63.9241912   65.5730551
 63.9392342   65.5738072
 63.9475504   65.5751432
 63.9583755   65.5805662
 63.9676529   65.5822055
 63.9793056   65.5799732
 63.9852264   65.5811835
 63.9899389   65.5839739
 64.0039788   65.5942408
 64.0143466   65.6033712
 64.0217637   65.6073709
 64.0296858   65.6059898
 64.0379159   65.6013492
 64.0448635   65.5944721
 64.0548627   65.5807374
 64.0589797   65.5754489
 64.0641410   65.5715670
 64.0712768   65.5693870
 64.0791270   65.5698886
 64.0841416   65.5687934
 64.0903151   65.5649976
 64.0947648   65.5596555
 64.1029090   65.5464275
 64.1112372   65.5353689
 64.1181346   65.5285477
 64.1220900   65.5271683
 64.1246573   65.5277253
 64.1287811   65.5300629
 64.1367220   65.5398049
 64.1414077   65.5434522
 64.1475915   65.5470283
 64.1560885   65.5508167
 64.1601553   65.5507542
 64.1643704   65.5487658
 64.1681422   65.5454380
 64.1702751   65.5430102
 64.1720174   65.5399736
 64.1739022   65.5349776
 64.1762037   65.5258275
 64.1767361   65.5238486
 64.1788390   65.5129052
 64.1838600   65.4787231
 64.1859629   65.4676724
 64.1887953   65.4575873
 64.1941597   65.4444767
 64.1961982   65.4406358
 64.1984083   65.4372669
 64.2007258   65.4344130
 64.2056610   65.4304648
 64.2082789   65.4294992
 64.2135145   65.4296065
 64.2161538   65.4303361
 64.2211535   65.4334689
 64.2283633   65.4406358
 64.2348435   65.4507423
 64.2388346   65.4584886
 64.2704001   65.5390142
 64.2720075   65.5426254
 64.2785332   65.5500549
 64.2813773   65.5538762
 64.2832209   65.5588740
 64.2878713   65.5839436
 64.2936589   65.6091428
 64.2947104   65.6147218
 64.2951824   65.6206227
 64.2947104   65.6265665
 64.2934229   65.6317592
 64.2915776   65.6359864
 64.2873289   65.6431103
 64.2857196   65.6478954
 64.2848828   65.6536031
 64.2843249   65.6595684
 64.2842176   65.6656409
 64.2846467   65.6716276
 64.2864492   65.6829143
 64.2877795   65.6881500
 64.2908480   65.6980205
 64.2926719   65.7023335
 64.3005469   65.7182122
 64.3068340   65.7292414
 64.3111255   65.7361508
 64.3155672   65.7426096
 64.3198588   65.7496691
 64.3313137   65.7688314
 64.3358662   65.7808900
 64.3391921   65.7902027
 64.3419816   65.8004809
 64.3496635   65.8390832
 64.3598559   65.8813334
 64.3614223   65.8861614
 64.3632247   65.8906031
 64.3651774   65.8945513
 64.3673446   65.8979416
 64.3697049   65.9004522
 64.3748548   65.9030056
 64.3801119   65.9033275
 64.3853047   65.9015036
 64.4029858   65.8897019
 64.4353654   65.8653474
 64.4480040   65.8568716
 64.4680025   65.8418942
 64.4753196   65.8348346
 64.4799115   65.8289981
 64.4821217   65.8257366
 64.4842031   65.8220673
 64.4879367   65.8134628
 64.4945886   65.7946015
 64.5008757   65.7751823
 64.5135142   65.7442403
 64.5176985   65.7369233
 64.5199301   65.7338119
 64.5269253   65.7253790
 64.5291998   65.7223321
 64.5335342   65.7155514
 64.5355942   65.7117105
 64.5375683   65.7075906
 64.5411946   65.6987715
 64.5487692   65.6737948
 64.5519878   65.6642247
 64.5538117   65.6598473
 64.5578243   65.6519938
 64.5599272   65.6483246
 64.5622017   65.6452990
 64.5670726   65.6410504
 64.5696475   65.6399346
 64.5722439   65.6398488
 64.5748403   65.6411792
 64.5772006   65.6438614
 64.5792391   65.6476379
 64.5809986   65.6522513
 64.5824577   65.6572939
 64.5847322   65.6683016
 64.5922210   65.7139421
 64.5982506   65.7479740
 64.6017911   65.7642818
 64.6048166   65.7742382
 64.6119191   65.7917691
 64.6140220   65.7956958
 64.6162750   65.7989574
 64.6186783   65.8012963
 64.6212961   65.8020902
 64.6238925   65.8013177
 64.6263601   65.7993007
 64.6286561   65.7963396
 64.6307589   65.7926274
 64.6325828   65.7883144
 64.6341707   65.7834435
 64.6367671   65.7727576
 64.6408440   65.7502270
 64.6486332   65.6983853
 64.6524956   65.6755114
 64.6583106   65.6481958
 64.6640398   65.6275750
 64.6794249   65.5859256
 64.6949603   65.5363584
 64.6985008   65.5272604
 64.7004964   65.5234838
 64.7026850   65.5201364
 64.7049810   65.5172396
 64.7073843   65.5149008
 64.7124268   65.5113173
 64.7175767   65.5089570
 64.7279836   65.5067898
 64.7332193   65.5076266
 64.7357942   65.5089355
 64.7431971   65.5150081
 64.7479178   65.5203081
 64.7525098   65.5262948
 64.7548701   65.5288912
 64.7647621   65.5374313
 64.7724225   65.5415941
 64.7984292   65.5504776
 64.8036648   65.5504347
 64.8062612   65.5496407
 64.8164965   65.5440617
 64.8240496   65.5385686
 64.8291136   65.5357362
 64.8471810   65.5279899
 64.8497988   65.5278612
 64.8523738   65.5285693
 64.8625018   65.5346633
 64.8674370   65.5387832
 64.8697974   65.5414010
 64.8767067   65.5503703
 64.8789813   65.5533958
 64.8856331   65.5633093
 64.8899890   65.5701328
 64.8920490   65.5739308
 64.8978211   65.5867196
 64.9050738   65.6046582
 64.9085714   65.6137348
 64.9186565   65.6419945
 64.9260165   65.6599117
 64.9319817   65.6719065
 64.9362947   65.6789446
 64.9385263   65.6820560
 64.9455215   65.6906176
 64.9479033   65.6933427
 64.9503495   65.6956602
 64.9554135   65.6987286
 64.9631597   65.7017112
 64.9657561   65.7021833
 64.9710347   65.7010031
 64.9761630   65.6980205
 64.9811198   65.6941367
 64.9835016   65.6917978
 64.9882652   65.6865407
 64.9929429   65.6806183
 64.9972130   65.6733656
 65.0010110   65.6647826
 65.0043370   65.6551910
 65.0068261   65.6442691
 65.0086500   65.6325746
 65.0097014   65.6205583
 65.0100233   65.6081558
 65.0092937   65.5895735
 65.0025345   65.5167676
 65.0006677   65.4859544
 64.9991871   65.4551412
 64.9974491   65.4305936
 64.9966337   65.4121400
 64.9967410   65.3935147
 64.9986292   65.3629590
 65.0030924   65.3272320
 65.0041438   65.3216101
 65.0055171   65.3163529
 65.0071694   65.3115464
 65.0167180   65.2903033
 65.0187565   65.2864624
 65.0275113   65.2728797
 65.0320174   65.2665497
 65.0343777   65.2639533
 65.0419523   65.2584816
 65.0471450   65.2561213
 65.0602342   65.2546192
 65.0733663   65.2560140
 65.0889875   65.2602197
 65.1306154   65.2740813
 65.1461722   65.2800895
 65.1591970   65.2841021
 65.1642824   65.2868916
 65.1716424   65.2938438
 65.1739598   65.2966977
 65.1852037   65.3126837
 65.1875426   65.3154088
 65.1899887   65.3177262
 65.2024556   65.3274895
 65.2226044   65.3420378
 65.2274967   65.3465224
 65.2346636   65.3542043
 65.2416588   65.3625299
 65.2439548   65.3655554
 65.2527095   65.3791595
 65.2551128   65.3820134
 65.2575375   65.3841806
 65.2625586   65.3872491
 65.2884580   65.3987504
 65.2935719   65.4015076
 65.3013111   65.4056812
 65.3114606   65.4122044
 65.3188206   65.4186846
 65.3212024   65.4213024
 65.3257943   65.4274393
 65.3411151   65.4512788
 65.3474022   65.4626513
 65.3533030   65.4749466
 65.3551913   65.4793454
 65.3586460   65.4888512
 65.3790093   65.5544472
 65.3827859   65.5634595
 65.3868414   65.5712915
 65.3890086   65.5748320
 65.3934718   65.5812693
 65.4004241   65.5901528
 65.4095651   65.6027055
 65.4142428   65.6083704
 65.4237700   65.6189705
 65.4333831   65.6289054
 65.4481889   65.6420160
 65.4709340   65.6575084
 65.4814053   65.6600833
 65.4840232   65.6599975
 65.4891945   65.6584526
 65.5072404   65.6492258
 65.5124975   65.6484533
 65.5202866   65.6453205
 65.5255223   65.6443334
 65.5359507   65.6409431
 65.5411650   65.6413723
 65.5618287   65.6500412
 65.5746818   65.6565428
 65.6001092   65.6723142
 65.6075979   65.6782151
 65.6177474   65.6849099
 65.6279612   65.6901456
 65.6434537   65.6966258
 65.6537104   65.7017971
 65.6672288   65.7110882
 65.6871415   65.7270527
 65.7070113   65.7442833
 65.7316018   65.7671571
 65.7387901   65.7749248
 65.7434249   65.7806111
 65.7639599   65.8086348
 65.7733155   65.8201790
 65.7756973   65.8228827
 65.7806325   65.8274961
 65.7881427   65.8333540
 65.8058239   65.8454776
 65.8185912   65.8532882
 65.8361435   65.8659482
 65.8514643   65.8739520
 65.8618284   65.8771491
 65.8984352   65.8819127
 65.9063101   65.8820200
 65.9167600   65.8799816
 65.9193778   65.8801532
 65.9219742   65.8811617
 65.9296131   65.8858824
 65.9425307   65.8915472
 65.9608984   65.8960748
 65.9788800   65.9050441
 65.9867120   65.9081126
 65.9919477   65.9090782
 65.9971619   65.9079624
 66.0346055   65.8883715
 66.0481882   65.8819342
 66.0618353   65.8779645
 66.0738301   65.8757329
 66.0892368   65.8710123
 66.0959101   65.8662272
 66.1023688   65.8603049
 66.1053944   65.8562279
 66.1068106   65.8537603
 66.1092997   65.8478380
 66.1102224   65.8442331
 66.1114454   65.8362508
 66.1134195   65.8070255
 66.1155653   65.7908249
 66.1185050   65.7754398
 66.1202002   65.7679725
 66.1229682   65.7572437
 66.1262298   65.7472015
 66.1286974   65.7413221
 66.1300922   65.7387257
 66.1315727   65.7367302
 66.1332035   65.7352281
 66.1365080   65.7327605
 66.1398983   65.7311941
 66.1416149   65.7312155
 66.1432886   65.7321597
 66.1448336   65.7340694
 66.1502409   65.7445837
 66.1573863   65.7631875
 66.1613989   65.7770706
 66.1640382   65.7880784
 66.1682010   65.8016181
 66.1696172   65.8040214
 66.1712480   65.8053732
 66.1846161   65.8138705
 66.1876631   65.8176899
 66.1906028   65.8221746
 66.1943579   65.8309937
 66.1989069   65.8437396
 66.2050223   65.8587170
 66.2120390   65.8776427
 66.2284327   65.9157730
 66.2318659   65.9255147
 66.2349343   65.9358359
 66.2394619   65.9487963
 66.2474012   65.9769059
 66.2518215   65.9951663
 66.2537742   66.0021830
 66.2626147   66.0284901
 66.2700176   66.0520721
 66.2820768   66.0889149
 66.2940717   66.1203504
 66.3094783   66.1551976
 66.3172674   66.1719990
 66.3309145   66.2048078
 66.3356137   66.2176180
 66.3381243   66.2236047
 66.3506770   66.2464571
 66.3535738   66.2508988
 66.3566852   66.2547183
 66.3648820   66.2615204
 66.3849664   66.2746739
 66.3932276   66.2813044
 66.4027977   66.2905526
 66.4136123   66.3039637
 66.4196205   66.3123751
 66.4239764   66.3193917
 66.4451337   66.3569856
 66.4638662   66.3874125
 66.4805174   66.4106297
 66.5023827   66.4371300
 66.5087771   66.4438677
 66.5153002   66.4497471
 66.5318227   66.4617204
 66.5419077   66.4680075
 66.5534734   66.4773202
 66.5713048   66.4936924
 66.5745020   66.4971041
 66.5775060   66.5013098
 66.5802097   66.5065670
 66.5812182   66.5100217
 66.5814113   66.5142059
 66.5805959   66.5181327
 66.5793728   66.5211796
 66.5779781   66.5235185
 66.5672493   66.5376591
 66.5613699   66.5468430
 66.5586662   66.5521001
 66.5579581   66.5559411
 66.5579152   66.5584516

foot	Unnamed
 36.1974831   29.6413834
 36.1971682   29.6419665
 36.1969042   29.6426953
 36.1968243   29.6431968
 36.1965386   29.6434007
 36.1719834   29.6128809
 36.1670189   29.6084287
 36.1618638   29.6050987
 36.1604124   29.6045165
 36.1589571   29.6028857
