# OSM export 2014-01-12T18:22:01Z
# Map data © OpenStreetMap contributors - http://www.openstreetmap.org/, licensed under ODbL - http://opendatacommons.org/licenses/odbl/

foot	(low tide route)

car	Kirkwall - Grutness
 58.9865575   -2.9609298
 58.9880334   -2.9626785
 58.9909051   -2.9619856
 58.9960528   -2.9598106
 59.0113419   -2.9533652
 59.0171636   -2.9461077
 59.0197700   -2.9385689
 59.0207546   -2.9298487
 59.0195673   -2.9215786
 59.0154838   -2.9088077
 59.0071415   -2.8823657
 58.9947808   -2.6203547
 59.0011746   -2.4834964
 59.2639694   -1.7910331
 59.5016553   -1.5088875
 59.8489300   -1.2254961
 59.8656011   -1.2245523
 59.8796866   -1.2448928
 59.8826087   -1.2604259
 59.8806125   -1.2708237
 59.8781825   -1.2762095
 59.8753761   -1.2787290
 59.8743930   -1.2785745

car	Kirkwall - Lerwick - Aberdeen
 58.9996914   -2.9740819
 58.9988886   -2.9717854
 58.9994380   -2.9689479
 59.0024759   -2.9649171
 59.0197558   -2.9563616
 59.0240452   -2.9483704
 59.0250440   -2.9358129
 59.0203434   -2.9206296
 59.0141729   -2.9011083

car	Kirkwall - North Ronaldsay
 58.9865575   -2.9609298
 58.9880172   -2.9630555
 58.9909142   -2.9626216
 58.9960577   -2.9608477
 59.0012005   -2.9590737
 59.0063424   -2.9572998
 59.0114858   -2.9557115
 59.0215659   -2.9503929
 59.0289811   -2.9464267
 59.0407779   -2.9363821
 59.0484501   -2.9269118
 59.0596116   -2.9225429
 59.0713439   -2.9128990
 59.0833447   -2.9037877
 59.0907110   -2.8946420
 59.0946372   -2.8826305
 59.0985631   -2.8706191
 59.1024884   -2.8586076
 59.1064133   -2.8465962
 59.1103378   -2.8345847
 59.1142618   -2.8225733
 59.1181853   -2.8105619
 59.1221085   -2.7985504
 59.1260311   -2.7865390
 59.1299533   -2.7745275
 59.1338751   -2.7625161
 59.1377964   -2.7505046
 59.1417173   -2.7384932
 59.1456377   -2.7264817
 59.1531804   -2.7251489
 59.1607213   -2.7238161
 59.1682607   -2.7224833
 59.1757983   -2.7211505
 59.1833343   -2.7198177
 59.1908687   -2.7184849
 59.1984014   -2.7171521
 59.2059324   -2.7158193
 59.2134617   -2.7144865
 59.2209894   -2.7131537
 59.2273267   -2.7026838
 59.2346305   -2.6967292
 59.2419328   -2.6907746
 59.2492335   -2.6848201
 59.2565327   -2.6788655
 59.2638303   -2.6729109
 59.2711263   -2.6669563
 59.2784208   -2.6610017
 59.2857137   -2.6550471
 59.2930050   -2.6490925
 59.3002948   -2.6431379
 59.3075831   -2.6371833
 59.3176150   -2.6217825
 59.3206088   -2.6068285
 59.3236024   -2.5918746
 59.3265957   -2.5769206
 59.3295887   -2.5619666
 59.3325814   -2.5470127
 59.3355739   -2.5320587
 59.3385662   -2.5171048
 59.3415581   -2.5021508
 59.3445498   -2.4871969
 59.3475413   -2.4722429
 59.3505325   -2.4572889
 59.3535234   -2.4423350
 59.3544132   -2.4410362
 59.3553158   -2.4410186

car	Kirkwall - Shapinsay
 59.0315085   -2.9082554
 59.0311287   -2.9069318
 59.0308990   -2.9067217
 59.0303458   -2.9065350
 59.0289558   -2.9086509
 59.0275657   -2.9107668
 59.0261755   -2.9128826
 59.0246809   -2.9218915
 59.0231862   -2.9309003
 59.0202600   -2.9387812
 59.0173335   -2.9466622
 59.0114667   -2.9541738
 59.0063287   -2.9561811
 59.0011900   -2.9581883
 58.9960505   -2.9601956
 58.9909102   -2.9622028
 58.9880235   -2.9628100
 58.9865575   -2.9609298

car	Kirkwall - Westray
 58.9865575   -2.9609298
 58.9880141   -2.9631782
 58.9909162   -2.9628310
 58.9960613   -2.9611737
 59.0012057   -2.9595164
 59.0063493   -2.9578591
 59.0114922   -2.9562018
 59.0216171   -2.9509053
 59.0289875   -2.9469320
 59.0409111   -2.9369757
 59.0485929   -2.9273627
 59.0596665   -2.9231880
 59.0714714   -2.9134962
 59.0834727   -2.9047353
 59.0951476   -2.8950331
 59.1069797   -2.8858015
 59.1188076   -2.8765700
 59.1306314   -2.8673384
 59.1424512   -2.8581068
 59.1542669   -2.8488753
 59.1660785   -2.8396437
 59.1826157   -2.8358671
 59.2089005   -2.8387854
 59.2266467   -2.8411886
 59.2363943   -2.8429053
 59.2490634   -2.8567868
 59.2488191   -2.8582843

foot	Kisoroszi gyalogrév
 47.8044436   19.0084107
 47.8045424   19.0084970
 47.8055776   19.0100287
 47.8057188   19.0101372

car	Kittuis-Galtby #1800
 60.1869828   21.4379571
 60.1821341   21.4515292
 60.1814282   21.4541341
 60.1812902   21.4570015
 60.1814052   21.4629213
 60.1821181   21.4670374
 60.1891802   21.4950103
 60.1898764   21.4981423
 60.1899974   21.4997757
 60.1899801   21.5022432
 60.1900492   21.5138507
 60.1899628   21.5180559
 60.1886277   21.5458320
 60.1886371   21.5483823
 60.1900905   21.5615734
 60.1901667   21.5631985
 60.1900295   21.5650690
 60.1876227   21.5804887
 60.1872506   21.5817462
 60.1867534   21.5827255
 60.1863494   21.5833713
 60.1859973   21.5842672
 60.1857500   21.5855208

car	Kivimo-Roslax
 60.2354758   21.3359244
 60.2336777   21.3347813

hgv	Klaipėda - Kiel
 55.6614111   21.1441075
 55.6638189   21.1418167
 55.6767186   21.1397863
 55.6841373   21.1354474
 55.6904146   21.1312088
 55.7010789   21.1206295
 55.7102438   21.1129352
 55.7181699   21.1095553
 55.7253297   21.0945336
 55.7276028   21.0849908
 55.7284100   21.0693020
 55.7275575   21.0339261
 55.7161870   20.9160874
 55.7014982   20.8106540
 55.6879038   20.7105161
 55.6820974   20.6152440
 55.6721278   20.5388547
 55.6604127   20.4490758
 55.6480084   20.3669819
 55.6358066   20.2849411
 55.6223118   20.1980643
 55.6090194   20.1113591
 55.5963603   20.0274885
 55.5837372   19.9436015
 55.5702950   19.8563824
 55.5568495   19.7691200
 55.5442020   19.6872512
 55.5315986   19.6053763
 55.5187424   19.5205937
 55.5058909   19.4358134
 55.4931705   19.3505556
 55.4804498   19.2652825
 55.4669860   19.1810036
 55.4535158   19.0967275
 55.4310017   18.9669217
 55.4070884   18.8299785
 55.3836146   18.6965907
 55.3582952   18.5553075
 55.3468768   18.4899045
 55.3275457   18.3927442
 55.3059580   18.2864858
 55.2709461   18.0597215
 55.2609531   17.9627817
 55.2397642   17.8582325
 55.2084228   17.7210332
 55.1870917   17.5996385
 55.1657491   17.4782439
 55.1443951   17.3568492
 55.1230297   17.2354546
 55.1016528   17.1140599
 55.0802645   16.9926653
 55.0588648   16.8712706
 55.0374536   16.7498760
 55.0160310   16.6284813
 54.9945969   16.5070867
 54.9731513   16.3856920
 54.9516943   16.2642974
 54.9302259   16.1429027
 54.9087459   16.0215080
 54.8872545   15.9001134
 54.8657517   15.7787187
 54.8442373   15.6573241
 54.8227115   15.5359294
 54.8011742   15.4145348
 54.7796254   15.2931401
 54.7580651   15.1717455
 54.7551387   15.1128348
 54.7523979   15.0441947
 54.7496570   14.9755547
 54.7469158   14.9069147
 54.7441745   14.8382747
 54.7414330   14.7696346
 54.7386913   14.7009946
 54.7359494   14.6323546
 54.7332073   14.5637145
 54.7304650   14.4950745
 54.7277226   14.4264345
 54.7249800   14.3577945
 54.7222371   14.2891544
 54.7194941   14.2205144
 54.7167509   14.1518744
 54.7140076   14.0832343
 54.7112640   14.0145943
 54.7085203   13.9459543
 54.7057763   13.8773143
 54.7030322   13.8086742
 54.7002879   13.7400342
 54.7004863   13.6797811
 54.7034620   13.5976583
 54.7064375   13.5155355
 54.7094128   13.4334127
 54.7123879   13.3512899
 54.7153627   13.2691671
 54.7141920   13.2072411
 54.7130213   13.1453151
 54.7118506   13.0833891
 54.7106798   13.0214631
 54.7095090   12.9595371
 54.7083382   12.8976112
 54.7071673   12.8356852
 54.7059964   12.7737592
 54.7048255   12.7118332
 54.7036545   12.6499072
 54.7024835   12.5879812
 54.7013125   12.5260552
 54.6942692   12.4623688
 54.6775986   12.3827179
 54.6591042   12.3307911
 54.6374482   12.2772952
 54.6167608   12.2270741
 54.5931258   12.1692366
 54.5720430   12.1161211
 54.5491792   12.0561163
 54.5383252   12.0264188
 54.5318513   11.9821302
 54.5113958   11.7707080
 54.5115855   11.6135264
 54.5577887   11.4263872
 54.5744376   11.3843757
 54.5916645   11.3325537
 54.6107119   11.2484071
 54.6268138   11.1625764
 54.6439027   11.0362336
 54.6398298   10.9658525
 54.6315302   10.8894097
 54.6231456   10.8108979
 54.6152878   10.7359107
 54.6066956   10.6585802
 54.6016247   10.6336893
 54.5841201   10.5933489
 54.5613097   10.5225787
 54.5361536   10.4410300
 54.5169182   10.3742888
 54.4991210   10.3294110
 54.4800866   10.2811559
 54.4444323   10.2400189
 54.4155424   10.2123922
 54.4043307   10.2064011
 54.3892323   10.1986532
 54.3755992   10.1824950
 54.3673612   10.1750451
 54.3573092   10.1680028
 54.3463510   10.1652309
 54.3380460   10.1639466
 54.3369938   10.1640602
 54.3362316   10.1646647
 54.3358382   10.1652759
 54.3356846   10.1663690
 54.3357838   10.1674947
 54.3366809   10.1695110

foot	Klaipėda - Lietuvos jūrų muziejus
 55.7078320   21.1275696
 55.7077938   21.1276593
 55.7077558   21.1276936
 55.7070626   21.1265886
 55.7064451   21.1248863
 55.7059867   21.1228620
 55.7053254   21.1167548
 55.7055003   21.1155860
 55.7130321   21.1084999
 55.7152029   21.1057239
 55.7156247   21.1050116
 55.7156117   21.1047561
 55.7154842   21.1042459

foot	Klaksvík - Syðradalur #56
 62.2303338   -6.5893690
 62.2302095   -6.5900439
 62.2303157   -6.5909232
 62.2307001   -6.5917266
 62.2315499   -6.5927797
 62.2320000   -6.5934311
 62.2340029   -6.5945331
 62.2372598   -6.5960530
 62.2400713   -6.5987020
 62.2423164   -6.6067356
 62.2440961   -6.6161155
 62.2452286   -6.6269718
 62.2460957   -6.6487570
 62.2463531   -6.6589362
 62.2462244   -6.6609014
 62.2461672   -6.6624828
 62.2463231   -6.6645626

foot	Klein Bonaire watertaxi
 12.1683485  -68.3053612
 12.1684952  -68.3052403
 12.1688175  -68.3030600
 12.1677233  -68.2951294
 12.1644511  -68.2891299
 12.1621353  -68.2872502
 12.1589218  -68.2832419
 12.1566227  -68.2807699
 12.1546006  -68.2801691
 12.1537867  -68.2794481
 12.1534328  -68.2784823

foot	Kleine-Steinwand-Ortsee-Dolomitenblick
 46.6996863   13.4091943
 46.6999692   13.4094664
 46.7003220   13.4096635
 46.7006522   13.4096118
 46.7009476   13.4091331
 46.7013952   13.4077319
 46.7018242   13.4052770
 46.7024575   13.4024581
 46.7033516   13.3925485
 46.7034012   13.3912446
 46.7033640   13.3904126
 46.7033143   13.3886368
 46.7031901   13.3873205
 46.7030287   13.3851225
 46.7028921   13.3786278
 46.7030908   13.3769638
 46.7033103   13.3758877
 46.7037665   13.3747183
 46.7043231   13.3736547

foot	Klingental-Fähre
 47.5626995    7.5886053
 47.5619537    7.5864861

foot	Kloster
 54.5634457   13.1317289
 54.5705947   13.1310002
 54.5766105   13.1302221
 54.5774622   13.1300037
 54.5782334   13.1293516
 54.5803296   13.1252216
 54.5814632   13.1228731
 54.5827067   13.1202123
 54.5832539   13.1189249
 54.5835523   13.1177233
 54.5838507   13.1148050
 54.5840000   13.1131742
 54.5841432   13.1122857
 54.5841633   13.1122345
 54.5841913   13.1122066
 54.5842331   13.1121727
 54.5842724   13.1121787
 54.5843239   13.1122209
 54.5844218   13.1123283

hgv	Ko Bulon - Ko Lipe
  6.4823382   99.3038765
  6.4798005   99.3044227
  6.4786306   99.3057208
  6.4781402   99.3069869
  6.4779376   99.3085098
  6.4780395   99.3097611
  6.4785206   99.3107653
  6.4833874   99.3164264
  6.5171480   99.3451171
  6.8248954   99.5442437
  6.8312657   99.5460354
  6.8321392   99.5459925
  6.8327997   99.5454453
  6.8330964   99.5445098
  6.8329746   99.5421630

car	Ko Chang - Ko Phayam
  9.8378992   98.4427813
  9.8380585   98.4395184
  9.8383558   98.4342972
  9.8364075   98.4305573
  9.8340666   98.4270822
  9.8301937   98.4231837
  9.8260358   98.4216261
  9.8183469   98.4205705
  9.8090225   98.4189468
  9.7979660   98.4201978
  9.7919918   98.4216646
  9.7868080   98.4223273
  9.7799925   98.4241642
  9.7684330   98.4262243
  9.7629249   98.4266658
  9.7560215   98.4268972
  9.7461849   98.4256126
  9.7442004   98.4251360
  9.7421918   98.4242620
  9.7404692   98.4232119

foot	Ko Chang Speedboat
 12.0282353  102.2896604
 12.0231124  102.2869179
 12.0140113  102.2853074
 12.0013654  102.2880810
 11.9814108  102.2917494
 11.9667064  102.2998914
 11.9492003  102.3120149
 11.9446922  102.3210069
 11.9355358  102.3605777
 11.9266660  102.3776100
 11.9130721  102.3974512
 11.9054012  102.4023743
 11.9070545  102.4142310
 11.9034540  102.4249128
 11.8898343  102.4355416
 11.8641125  102.4400852
 11.8422213  102.4374010
 11.8191023  102.4395483
 11.8068531  102.4420281
 11.8041821  102.4459057
 11.8023725  102.4513050
 11.8024162  102.4543471
 11.8038832  102.4571879
 11.8059633  102.4592010
 11.8130194  102.4622139

foot	Ko Chang Speedboat
 11.8130194  102.4622139
 11.6578586  102.5196118
 11.6536452  102.5240405
 11.6523440  102.5286589
 11.6520792  102.5322422
 11.6468912  102.5319488
 11.6418721  102.5327713
 11.6392695  102.5357448
 11.6383802  102.5387091
 11.6361621  102.5392407
 11.6346285  102.5413918
 11.6347524  102.5428786
 11.6359333  102.5441711
 11.6314712  102.5432824
 11.6264760  102.5436179
 11.6227435  102.5440306

car	Ko Kradan - Haad Yao
  7.2997683   99.3995026
  7.3038533   99.3811224
  7.3064806   99.3629878
  7.3111290   99.3314051
  7.3135382   99.3041113
  7.3141098   99.2837961
  7.3123596   99.2574035

car	Ko Lan - Ko Phai
 12.9427571  100.6760089
 12.9465731  100.7152659
 12.9428364  100.7557109
 12.9373653  100.7722344
 12.9325071  100.7749345
 12.9274680  100.7748957

hgv	Ko Lanta - Ko Ha
  7.6556259   99.0331041
  7.6581486   99.0248009
  7.6590063   99.0183749
  7.6586763   99.0153715
  7.6579957   99.0095883
  7.6574792   99.0074515
  7.6555276   99.0028852
  7.6519378   99.0002118
  7.4506346   98.9139798
  7.4392218   98.8950181
  7.4346746   98.8927575
  7.4314722   98.8934680
  7.4291550   98.8951006
  7.4291665   98.8922408
  7.4276294   98.8901739
  7.4259448   98.8890132

hgv	Ko Lanta - Ko Ngai
  7.6556259   99.0331041
  7.6554784   99.0196038
  7.6545194   99.0151240
  7.6528707   99.0114413
  7.6495059   99.0079253
  7.6452735   99.0059212
  7.6382345   99.0049750
  7.6132901   99.0078716
  7.5889744   99.0118311
  7.5667006   99.0170831
  7.5469843   99.0241512
  7.5136655   99.0394473
  7.4708318   99.0646316
  7.4492147   99.0840381
  7.4427074   99.1908134
  7.4401797   99.2015487
  7.4371211   99.2076064
  7.4337562   99.2104540
  7.4286604   99.2122523
  7.4203733   99.2142220
  7.4055850   99.2163431

hgv	Ko Lanta - Ko Phi Phi
  7.6556259   99.0331041
  7.6593088   99.0262343
  7.6645921   99.0107000
  7.6891696   98.9053965
  7.7194109   98.7864984
  7.7202945   98.7830636
  7.7222315   98.7803948
  7.7242321   98.7775547

hgv	Ko Lanta - Ko Rok
  7.6556259   99.0331041
  7.6564351   99.0267684
  7.6571914   99.0182223
  7.6562082   99.0133389
  7.6543176   99.0082265
  7.6521245   99.0050980
  7.6461502   99.0016643
  7.6391169   99.0004435
  7.6304458   99.0000632
  7.6107035   98.9998511
  7.4446140   99.0314159
  7.2200669   99.0653620

hgv	Ko Lipe - Langkawi
  6.4823382   99.3038765
  6.4813484   99.3010517
  6.4790815   99.3012791
  6.4767767   99.3036909
  6.4723164   99.3118706
  6.4688837   99.3210588
  6.4643594   99.3395725
  6.4604406   99.3563992
  6.4555625   99.3837646
  6.4521005   99.4017865
  6.4499289   99.4104649
  6.4418719   99.4370385
  6.4394800   99.4449885
  6.4261352   99.4684265
  6.4115310   99.4966787
  6.4038826   99.5112483
  6.3962970   99.5249944
  6.3902221   99.5357315
  6.3824160   99.5488441
  6.3628686   99.5744522
  6.3406606   99.6036160
  6.3084082   99.6471563
  6.2766438   99.6901215
  6.2590051   99.7173137
  6.2559836   99.7270897
  6.2547587   99.7366193
  6.2546770   99.7445880
  6.2566369   99.7535425
  6.2908523   99.8186065
  6.3028557   99.8420197
  6.3050364   99.8471196
  6.3061791   99.8499253
  6.3061517   99.8509169

car	Ko Muk - Haad Pak Meng
  7.5052817   99.3112188
  7.4955827   99.3146542
  7.4846809   99.3156692
  7.4635883   99.3154154
  7.4013962   99.3162396
  7.3879144   99.3138035
  7.3775735   99.3101789

hgv	Ko Muk - Ko Bulon
  6.8329746   99.5421630
  6.9712718   99.4913394
  7.2114627   99.3460109
  7.3728824   99.3250057
  7.3761808   99.3213609
  7.3770389   99.3174781
  7.3775735   99.3101789

car	Ko Muk - Ko Kradan
  7.3775735   99.3101789
  7.3750222   99.3166253
  7.3742031   99.3188042
  7.3718695   99.3204653
  7.3548693   99.3159912
  7.3454556   99.3060200
  7.3123653   99.2574049

foot	Ko Muk - Kuangtungku
  7.3775735   99.3101789
  7.3969480   99.3379751
  7.4013096   99.3456720
  7.4009112   99.3491187
  7.3993385   99.3511698
  7.3928380   99.3499856
  7.3905437   99.3506807

car	Ko Ngai - Haad Pak Meng
  7.5052817   99.3112188
  7.4966592   99.3108010
  7.4865729   99.3093741
  7.4055850   99.2163431

car	Ko Ngai - Ko Kradan
  7.3123701   99.2574010
  7.3210481   99.2622643
  7.3260098   99.2624427
  7.3955273   99.2269365
  7.4017825   99.2215894
  7.4038547   99.2195803
  7.4055850   99.2163431

car	Ko Ngai - Ko Muk
  7.4055850   99.2163431
  7.4083150   99.2235881
  7.4088055   99.2288049
  7.4085554   99.2344173
  7.4000646   99.2983653
  7.3949226   99.3041401
  7.3875212   99.3088451
  7.3775735   99.3101789

foot	Ko Pha Ngan (Thong Sala) - Ko Samui (Nathon)
  9.5381036   99.9303827
  9.5400945   99.9271694
  9.5414197   99.9230840

hgv	Ko Pha Ngan (Thong Sala) - Ko Samui (Nathon)
  9.7109105   99.9823772
  9.7087067   99.9819729
  9.7073539   99.9817875
  9.7068180   99.9817236
  9.7063013   99.9817138
  9.7045150   99.9803949
  9.6993647   99.9784570
  9.6898212   99.9745861
  9.5928726   99.9146559
  9.5732387   99.9049439
  9.5630922   99.9059554
  9.5548030   99.9138547
  9.5459956   99.9201374
  9.5437986   99.9217536
  9.5414197   99.9230840
  9.5398153   99.9238924
  9.5383524   99.9247824
  9.5360195   99.9273125
  9.5357236   99.9282717
  9.5352384   99.9294567
  9.5351358   99.9301614
  9.5351913   99.9312160
  9.5353675   99.9322104
  9.5354019   99.9321742

foot	Ko Pha Ngan (Thong Sala) - Ko Samui (Nathon)
  9.7063013   99.9817138
  9.7066840   99.9823313
  9.7071921   99.9828427
  9.7076223   99.9830861
  9.7084780   99.9834908

hgv	Ko Pha Ngan (Thong Sala) - Surat Thani (Don Sak)
  9.3291415   99.7451480
  9.3428598   99.7432497
  9.3505066   99.7420680
  9.5883415   99.8893619
  9.6025234   99.8979100
  9.6559081   99.9397465
  9.7007346   99.9763489
  9.7015136   99.9754838
  9.7028315   99.9755839
  9.7045906   99.9768087
  9.7109105   99.9823772

foot	Ko Pha Ngan (Thong Sala) - Surat Thani (Don Sak)
  9.3505066   99.7420680
  9.3447833   99.7354664
  9.3429255   99.7307133
  9.3414367   99.7222303
  9.3397405   99.7101824
  9.3390744   99.6995401
  9.3394444   99.6896123
  9.3393476   99.6791338
  9.3393464   99.6791224

hgv	Ko Pha Ngan (Thong Sala) - Surat Thani (Don Sak)
  9.7007346   99.9763489
  9.7008305   99.9775495
  9.7025832   99.9787490
  9.7048098   99.9798433
  9.7077365   99.9824725
  9.7081477   99.9840205
  9.7081937   99.9841956
  9.7082163   99.9842198

hgv	Ko Pha Ngan - Ang Thong National Park
  9.6341446   99.6747885
  9.7047016   99.9737521
  9.7078248   99.9810539
  9.7089181   99.9833851
  9.7088770   99.9836330

hgv	Ko Pha Ngan - Surat Thani
  9.7087400   99.9835020
  9.7087854   99.9833563
  9.7087065   99.9832125
  9.7085805   99.9830802
  9.7082188   99.9827050
  9.7080710   99.9824985
  9.7079088   99.9822905
  9.7049316   99.9778722
  9.6982407   99.9662322
  9.6918207   99.9570350
  9.6850546   99.9494860
  9.6224058   99.8846587
  9.5521033   99.8158699

hgv	Ko Phayam - Surin Islands
  9.0610286   97.8125664
  9.0601508   97.8220133
  9.0686392   97.8317080
  9.3675765   97.8907465
  9.4182417   97.8898776
  9.4181122   97.9169890
  9.4452267   98.0334044
  9.4684890   98.0980322
  9.5353717   98.2256172
  9.6110542   98.3470279
  9.6515225   98.3937229
  9.7049227   98.4283241
  9.7129122   98.4324235
  9.7157590   98.4332620
  9.7193545   98.4333303
  9.7363080   98.4302421
  9.7383133   98.4290075
  9.7393438   98.4273685
  9.7404692   98.4232119

foot	Ko Phi Phi Don - Ko Phi Phi Leh
  7.6766123   98.7668991
  7.6790104   98.7648734
  7.6795603   98.7613161
  7.6811874   98.7596801
  7.6833284   98.7593506
  7.6851714   98.7595381
  7.6893554   98.7603459
  7.6958178   98.7615083
  7.6993578   98.7623475
  7.7015187   98.7643465
  7.7027415   98.7647010
  7.7091986   98.7722724
  7.7128937   98.7749540
  7.7175340   98.7769930
  7.7242321   98.7775547

foot	Ko Samet - Ko Kudi
 12.5750132  101.4634095
 12.5757175  101.4645305
 12.5764267  101.4657814
 12.5772446  101.4671229
 12.5778730  101.4685341
 12.5808747  101.5059160
 12.5821910  101.5091307
 12.5826779  101.5094264
 12.5831467  101.5096296
 12.5835738  101.5097210
 12.5838378  101.5097649

car	Ko Samet - Ko Talu
 12.5586563  101.5688170
 12.5596723  101.5696460
 12.5600330  101.5695905
 12.5604658  101.5691102
 12.5752776  101.4753787
 12.5762875  101.4697251
 12.5763235  101.4673972
 12.5759989  101.4661409
 12.5750132  101.4634095

foot	Ko Samui (Big Buddha) - Ko Pha Ngan (Thong Sala)
  9.5649445  100.0604443
  9.5650633  100.0600202
  9.5652624  100.0594470
  9.5662522  100.0578977
  9.5697007  100.0524084
  9.5712384  100.0500689
  9.5750824  100.0440056
  9.5795752  100.0374155
  9.5857439  100.0298680
  9.5902254  100.0228030
  9.5924543  100.0186338
  9.5937561  100.0155210

foot	Ko Samui (Big Buddha) - Ko Pha Ngan (Thong Sala)
  9.7003061   99.9855263
  9.7014648   99.9863645
  9.7023392   99.9863964
  9.7038424   99.9858896
  9.7079636   99.9838449
  9.7080673   99.9838171
  9.7082450   99.9838380
  9.7083630   99.9838718
  9.7084931   99.9839242
  9.7085805   99.9839964

foot	Ko Samui (Bo Phut) - Ko Pha Ngan (Thong Sala)
  9.5605584  100.0314473
  9.5717027  100.0312870
  9.5794096  100.0278016
  9.5937561  100.0155210

foot	Ko Samui (Bo Phut) - Ko Pha Ngan (Thong Sala)
  9.7003061   99.9855263
  9.7071728   99.9835925
  9.7074216   99.9835212
  9.7077180   99.9834869
  9.7083612   99.9834765
  9.7084780   99.9834908

car	Ko Samui (Lipa Noi) - Surat Thani (Don Sak)
  9.4816645   99.9255399
  9.4820650   99.9231252
  9.4798285   99.9088252
  9.4802202   99.8953173
  9.4819901   99.8828705

car	Ko Samui (Lipa Noi) - Surat Thani (Don Sak)
  9.3453719   99.7529329
  9.3410205   99.7540790
  9.3382416   99.7539965
  9.3291415   99.7451480

hgv	Ko Samui (Mae Nam) - Ko Pha Ngan (Thong Nai Pan Yai)
  9.7698742  100.0595147
  9.7727461  100.0610401
  9.7742232  100.0618952
  9.7755628  100.0628790
  9.7759346  100.0654410
  9.7749029  100.0686767
  9.7741416  100.0696637
  9.7700398  100.0752176
  9.7668165  100.0775185
  9.7552854  100.0776029
  9.7523768  100.0774398
  9.7506262  100.0763156
  9.7502456  100.0761440
  9.7499495  100.0759294
  9.7497803  100.0757148
  9.7493083  100.0746815
  9.7494419  100.0761440
  9.7493151  100.0768306
  9.7491036  100.0774314
  9.7485114  100.0785472
  9.7480885  100.0794055
  9.7475386  100.0801780
  9.7469042  100.0809934
  9.7458891  100.0820663
  9.7450432  100.0827529
  9.7434359  100.0836971
  9.7419132  100.0842120
  9.7400099  100.0846841
  9.7379797  100.0848987
  9.7361609  100.0849845
  9.7332001  100.0849416
  9.7302815  100.0849416
  9.7260940  100.0848558
  9.7199606  100.0847270
  9.7144194  100.0844266
  9.7088357  100.0842550
  9.7024483  100.0839116
  9.6990641  100.0836112
  9.6962722  100.0830962
  9.6958069  100.0827529
  9.6954262  100.0822379
  9.6951300  100.0814655
  9.6951300  100.0808646
  9.6952569  100.0799205
  9.6953839  100.0786331
  9.6954262  100.0777747
  9.6957203  100.0770657
  9.6951723  100.0777318
  9.6948339  100.0782039
  9.6944955  100.0785043
  9.6940725  100.0788047
  9.6930995  100.0792768
  9.6921689  100.0792339
  9.6911536  100.0789335
  9.6904767  100.0783756
  9.6900536  100.0770752
  9.6899699  100.0757669
  9.6904598  100.0742774
  9.6893769  100.0752857
  9.6889538  100.0760581
  9.6887846  100.0767448
  9.6885731  100.0777747
  9.6881078  100.0791051
  9.6873007  100.0799326
  9.6851741  100.0811227
  9.6829467  100.0812080
  9.6810100  100.0806858
  9.6799147  100.0797901
  9.6780590  100.0778110
  9.6768219  100.0760206
  9.6762405  100.0744057
  9.6760162  100.0731949
  9.6759307  100.0709307
  9.6762121  100.0681737
  9.6746838  100.0704833
  9.6733351  100.0728107
  9.6725303  100.0743107
  9.6712932  100.0759760
  9.6696754  100.0777620
  9.6685334  100.0785343
  9.6673200  100.0788721
  9.6663445  100.0785101
  9.6654248  100.0778826
  9.6645465  100.0770652
  9.5697806  100.0046758

foot	Ko Samui (Mae Nam) - Ko Pha Ngan (Thong Sala)
  9.7083182   99.9839242
  9.7077897   99.9833368
  9.7074867   99.9831708
  9.7071646   99.9830493
  9.7068248   99.9829276
  9.7031227   99.9832735
  9.7012097   99.9840184
  9.7003061   99.9855263

foot	Ko Samui (Mae Nam) - Ko Pha Ngan (Thong Sala)
  9.5937561  100.0155210
  9.5847434   99.9881692
  9.5843788   99.9844781

car	Ko Samui (Nathon) - Surat Thani
  9.5360599   99.9306824
  9.5514526   99.8773727
  9.5555811   99.8469250
  9.5521033   99.8158699

foot	Ko Samui (Nathon) - Surat Thani
  9.3228386   99.7336537
  9.3236522   99.7330998
  9.3241700   99.7330214
  9.3246281   99.7332291
  9.3453719   99.7529329

foot	Ko Samui (Nathon) - Surat Thani
  9.5328816   99.9263066
  9.5341678   99.9261134
  9.5369686   99.9278242
  9.5381036   99.9303827

foot	Ko Samui (Nathon) - Surat Thani (Don Sak)
  9.3453719   99.7529329
  9.3452086   99.7491979
  9.3443003   99.7467215
  9.3417632   99.7430597
  9.3366449   99.7331460
  9.3340533   99.7245315
  9.3343662   99.7140034
  9.3351063   99.7066830
  9.3362327   99.6994583
  9.3393476   99.6791338

hgv	Ko Samui (Nathon) - Surat Thani (Don Sak)
  9.3453719   99.7529329
  9.4819901   99.8828705
  9.5328816   99.9263066
  9.5323636   99.9278653
  9.5327010   99.9289603
  9.5340010   99.9304508
  9.5353675   99.9322104

hgv	Ko Samui - Ang Thong National Park
  9.5360599   99.9306824
  9.5562354   99.8967112
  9.6027755   99.8085674
  9.6313532   99.7389931
  9.6341446   99.6747885
  9.6331686   99.6738895

car	Ko Samui - Ko Pha Ngan (Thong Sala)
  9.5937561  100.0155210
  9.7003061   99.9855263

foot	Ko Tao - Chumpon
 10.0842357   99.8236083
 10.0844070   99.8233950
 10.0846791   99.8230512
 10.0857612   99.8216916
